age,annual_income,employment_length,credit_score,dti_ratio,utilization,num_derogatory,num_credit_lines,home_ownership,loan_amount,loan_purpose,default_flag
64,38995,23,755,0.3855,0.2333,0,18,rent,9600,debt_consolidation,0
24,34646,2,694,0.3167,0.4189,0,9,rent,12900,debt_consolidation,1
28,27347,6,637,0.4277,0.0972,0,21,rent,7200,medical,1
51,52627,12,678,0.4124,0.2317,0,16,own,8500,medical,0
24,33996,1,585,0.4016,0.2703,0,11,rent,8300,business,1
46,41885,18,678,0.3009,0.1797,0,9,rent,15800,medical,1
33,31625,5,763,0.3026,0.242,0,10,rent,2600,business,0
70,50133,9,630,0.5,0.4036,0,15,rent,11000,education,1
33,20000,0,665,0.292,0.0565,0,17,mortgage,7900,business,0
53,53924,8,713,0.19,0.2355,0,7,mortgage,14700,business,0
22,49188,0,634,0.4156,0.2114,0,14,rent,16400,debt_consolidation,1
44,20000,22,685,0.1856,0.1186,0,11,rent,7600,medical,0
30,40535,1,641,0.2707,0.1619,0,14,rent,7900,personal,0
43,52491,1,688,0.3266,0.4902,0,12,rent,10900,personal,1
28,42844,4,593,0.2103,0.4375,0,9,rent,12500,personal,1
29,60504,0,737,0.3731,0.0669,0,13,rent,6100,business,0
28,61893,1,730,0.2825,0.1111,0,9,own,15400,personal,0
66,32442,6,823,0.373,0.11,0,12,rent,7600,business,0
40,42668,18,845,0.2519,0.015,0,15,mortgage,2900,home_improvement,0
38,48162,0,774,0.4141,0.1815,0,16,mortgage,4100,education,0
30,35614,6,646,0.3757,0.387,0,20,own,2600,home_improvement,0
47,66723,7,747,0.3341,0.2623,0,19,rent,25500,education,0
28,45531,1,598,0.2309,0.3202,0,8,own,6900,business,0
22,46017,0,681,0.2085,0.2406,0,10,rent,1300,business,0
36,43155,4,671,0.3483,0.2041,0,6,mortgage,12300,medical,1
41,25747,19,676,0.5,0.3798,0,11,rent,1000,debt_consolidation,0
53,49281,1,600,0.315,0.4266,0,14,rent,13000,debt_consolidation,0
63,38032,2,702,0.1391,0.2722,0,9,mortgage,5100,education,0
28,20000,0,619,0.2973,0.4472,0,19,mortgage,6300,home_improvement,1
29,47349,5,600,0.3843,0.2213,0,9,rent,8100,education,1
28,63755,1,740,0.3732,0.3155,0,17,mortgage,4300,home_improvement,0
69,61983,23,740,0.4037,0.1096,0,14,mortgage,14500,medical,1
58,20635,0,758,0.2801,0.4143,0,8,mortgage,3200,personal,0
26,20000,4,677,0.3365,0.1996,0,6,rent,800,home_improvement,0
50,56477,28,798,0.2177,0.0699,0,9,rent,9700,medical,0
41,29998,9,650,0.3627,0.3415,0,15,rent,8700,education,1
42,64472,14,670,0.2303,0.2077,0,11,mortgage,17700,personal,0
46,33706,2,680,0.3504,0.3064,0,14,rent,5200,debt_consolidation,0
26,42976,4,763,0.3698,0.1187,0,5,rent,5300,education,0
40,51437,1,664,0.4085,0.3404,0,11,mortgage,5800,education,0
39,49442,9,652,0.2278,0.3834,0,21,mortgage,14800,home_improvement,0
29,37730,7,717,0.3329,0.0726,0,10,own,1900,business,0
40,60581,0,744,0.1571,0.2276,0,10,own,5200,personal,0
49,45138,4,691,0.3853,0.2191,0,14,mortgage,2500,medical,0
37,36784,8,818,0.3327,0.2306,0,7,own,10300,debt_consolidation,0
67,70657,14,768,0.3104,0.1952,0,16,own,17700,home_improvement,0
57,81971,4,772,0.1173,0.172,0,17,mortgage,11800,education,0
61,23570,9,757,0.2122,0.2269,0,20,mortgage,8300,home_improvement,0
34,51802,7,625,0.3279,0.4805,0,6,mortgage,4400,education,0
22,41338,0,611,0.4243,0.4719,0,20,mortgage,5000,home_improvement,0
26,40336,2,600,0.4764,0.2318,0,12,own,15800,medical,0
53,47138,6,741,0.4015,0.4307,0,17,own,13400,business,0
33,46811,1,716,0.3627,0.2808,0,18,mortgage,4100,medical,0
37,30738,7,648,0.3133,0.2419,0,15,rent,800,medical,0
63,29503,3,662,0.3982,0.4273,0,13,rent,9200,education,1
67,47452,4,714,0.4293,0.2567,0,10,mortgage,5800,business,0
28,51272,6,756,0.3858,0.2519,0,7,own,7500,personal,0
25,80877,1,641,0.2597,0.5198,0,16,rent,6500,home_improvement,0
59,75632,11,775,0.3935,0.096,0,16,own,7000,debt_consolidation,0
55,63217,0,814,0.3496,0.0,0,15,mortgage,6000,business,0
36,21480,13,570,0.5,0.4156,0,19,rent,8500,medical,1
58,30073,0,599,0.4337,0.3317,0,15,rent,2500,business,0
68,35465,2,655,0.3095,0.3388,0,23,rent,11600,education,0
69,79277,10,783,0.3356,0.1269,0,6,mortgage,5500,personal,0
50,20000,28,699,0.3258,0.2934,0,21,mortgage,3700,debt_consolidation,0
38,35076,3,648,0.3703,0.3759,0,22,mortgage,8700,business,0
38,54420,0,717,0.3085,0.3838,0,11,rent,19000,business,1
55,40667,12,781,0.317,0.0,0,11,mortgage,4200,debt_consolidation,0
36,65329,12,720,0.1776,0.2059,0,8,mortgage,25100,medical,0
57,20000,3,688,0.3337,0.2133,0,16,rent,3500,business,0
24,30953,2,644,0.3696,0.3022,0,4,rent,1600,debt_consolidation,0
41,22472,4,679,0.3782,0.3678,0,14,rent,2100,personal,0
62,50006,13,665,0.4534,0.2839,0,13,own,8200,business,0
25,36544,3,580,0.3509,0.5237,0,12,rent,1200,home_improvement,0
42,39019,13,677,0.2261,0.2755,0,3,own,8800,debt_consolidation,1
52,20000,4,670,0.3224,0.3319,0,15,rent,600,personal,0
39,39824,3,687,0.3209,0.3393,0,10,rent,3300,medical,0
26,46759,4,707,0.4046,0.2389,0,10,rent,11600,medical,1
39,20000,17,720,0.236,0.2474,0,8,rent,2500,personal,1
42,44380,7,621,0.3697,0.318,0,20,rent,12300,education,1
34,70766,1,626,0.3702,0.3377,0,18,mortgage,25200,personal,1
27,47629,2,618,0.3129,0.284,0,10,rent,5900,home_improvement,0
35,39074,6,650,0.258,0.4713,0,12,mortgage,7000,personal,0
48,26736,16,845,0.3529,0.1604,0,12,rent,9100,education,0
34,48193,0,730,0.3086,0.2934,0,23,own,6500,home_improvement,1
49,70484,5,663,0.3587,0.2719,0,10,rent,12000,debt_consolidation,1
60,62218,5,780,0.223,0.3516,0,14,mortgage,18300,medical,0
57,29453,32,733,0.3203,0.1774,0,8,rent,9900,debt_consolidation,1
64,46388,2,788,0.371,0.1207,0,19,mortgage,14000,debt_consolidation,0
25,54370,3,719,0.3156,0.0992,0,17,rent,5600,medical,0
65,22047,21,699,0.3746,0.0285,0,12,rent,6400,home_improvement,0
22,34081,0,615,0.4059,0.5493,0,1,rent,4500,personal,0
62,50216,0,708,0.2938,0.2382,0,13,rent,1700,personal,1
62,61538,6,696,0.3417,0.1575,0,12,rent,19700,medical,0
34,27247,2,678,0.346,0.2618,0,15,rent,500,education,0
33,47076,5,613,0.4023,0.5618,0,6,rent,2600,home_improvement,0
39,47166,4,741,0.261,0.2768,0,13,rent,9600,medical,1
41,51698,4,674,0.3133,0.4075,0,13,rent,10200,medical,0
46,80485,5,703,0.2494,0.4539,0,14,own,2300,home_improvement,0
49,58648,9,616,0.3368,0.2945,0,6,mortgage,3400,debt_consolidation,0
57,36392,11,796,0.3446,0.1957,0,6,rent,14000,business,1
65,20000,0,646,0.2996,0.4146,0,17,mortgage,5600,personal,0
24,29113,2,679,0.3382,0.362,0,15,rent,6200,personal,0
31,39049,9,667,0.2746,0.3242,0,28,rent,10800,business,1
29,35632,7,582,0.4607,0.3957,0,19,rent,1700,debt_consolidation,0
35,37388,1,661,0.4562,0.281,0,13,own,13200,personal,0
65,77099,5,806,0.2245,0.2269,0,16,rent,23800,education,0
35,28957,2,600,0.2707,0.5221,0,7,rent,7900,medical,0
48,56682,0,682,0.1225,0.3274,0,10,rent,4000,education,1
50,29225,7,832,0.2018,0.0621,0,13,mortgage,2800,medical,0
61,37316,4,731,0.4893,0.2755,0,7,rent,10600,debt_consolidation,1
41,70712,0,588,0.2437,0.2483,0,13,mortgage,21100,medical,1
70,50021,20,687,0.445,0.2062,0,19,own,17700,education,0
45,20000,12,666,0.4409,0.4364,0,15,rent,1700,education,0
50,24051,0,709,0.3212,0.5065,0,13,rent,3900,home_improvement,1
22,46004,0,616,0.3939,0.1629,0,14,rent,3800,home_improvement,0
67,40072,3,602,0.3871,0.4091,0,5,rent,15400,debt_consolidation,1
59,31045,7,618,0.4169,0.1913,0,10,rent,12000,business,1
47,56710,4,630,0.2089,0.5954,0,20,own,14000,debt_consolidation,1
44,61910,7,743,0.4649,0.2267,0,8,mortgage,22600,debt_consolidation,0
70,34718,8,730,0.4271,0.3572,0,22,rent,12200,medical,1
57,65987,2,700,0.283,0.2904,0,18,own,4700,medical,0
39,53928,9,691,0.3291,0.0912,0,14,rent,2300,education,0
62,60408,20,690,0.3464,0.3711,0,14,mortgage,7400,home_improvement,0
32,34355,8,689,0.3441,0.407,0,7,mortgage,9400,education,0
55,47855,10,768,0.31,0.1279,0,20,rent,3500,personal,0
50,38140,4,588,0.4499,0.2916,0,16,rent,1600,debt_consolidation,1
33,40585,11,725,0.1854,0.3728,0,22,own,13800,home_improvement,0
23,25111,1,656,0.4907,0.4149,0,2,rent,7700,home_improvement,1
64,20000,2,721,0.294,0.2551,0,4,rent,900,business,1
55,54807,7,729,0.3049,0.1097,0,13,mortgage,15800,medical,0
50,28269,8,738,0.2781,0.0,0,8,rent,9000,medical,1
42,66688,10,664,0.3082,0.2844,0,13,mortgage,23200,business,0
59,52111,3,715,0.3739,0.1077,0,18,mortgage,11400,medical,0
47,48123,19,723,0.2449,0.3256,0,11,rent,12500,business,0
26,20000,1,634,0.3973,0.1057,0,11,rent,600,personal,0
50,25676,1,745,0.2778,0.2128,0,16,rent,6800,personal,0
47,65384,4,768,0.2624,0.1445,0,7,rent,4100,home_improvement,1
52,24357,10,717,0.4166,0.1542,0,9,rent,7800,home_improvement,0
27,41902,5,838,0.1986,0.0,0,4,own,12400,home_improvement,0
38,50606,5,728,0.3576,0.334,0,8,own,16000,home_improvement,0
45,53642,5,647,0.2661,0.2636,0,11,rent,13700,education,0
47,20000,16,691,0.3725,0.3517,0,9,rent,600,medical,0
56,33952,15,850,0.3043,0.1751,0,15,rent,6400,debt_consolidation,0
25,42371,0,703,0.1921,0.1312,0,10,mortgage,11000,personal,1
22,29745,0,614,0.4396,0.2332,0,7,rent,9700,medical,1
49,50552,14,742,0.3006,0.1898,0,17,rent,3300,debt_consolidation,0
55,20543,0,748,0.268,0.2393,0,8,rent,6000,debt_consolidation,1
69,45605,13,795,0.2186,0.4738,0,16,rent,2200,personal,0
54,44098,2,593,0.4208,0.3483,0,16,own,14800,home_improvement,0
27,36871,5,608,0.3968,0.2234,0,19,rent,2200,home_improvement,0
31,53130,0,700,0.4073,0.2868,0,4,mortgage,2700,education,0
45,68988,2,733,0.3287,0.122,0,18,rent,20200,debt_consolidation,1
32,31466,4,716,0.2493,0.2645,0,13,rent,6900,personal,0
67,47797,1,756,0.3816,0.1669,0,7,rent,4000,home_improvement,0
59,44229,0,674,0.31,0.3314,0,10,own,5700,personal,0
50,49336,0,692,0.3186,0.2315,0,18,mortgage,5100,business,0
51,46416,0,824,0.5,0.2145,0,9,mortgage,7300,home_improvement,0
42,31207,1,640,0.3174,0.2459,0,24,rent,1200,home_improvement,0
33,56438,8,850,0.4181,0.0,0,7,mortgage,17400,business,0
29,60306,2,520,0.3506,0.3263,0,14,rent,7200,medical,1
31,69998,2,619,0.2736,0.4329,0,4,mortgage,5100,medical,0
41,50669,16,678,0.3745,0.2734,0,5,own,10300,personal,0
55,81847,10,699,0.1685,0.3324,0,1,mortgage,3000,debt_consolidation,0
45,55957,0,667,0.3734,0.324,0,9,mortgage,12400,debt_consolidation,0
66,29873,8,658,0.3989,0.4152,0,13,mortgage,10400,personal,1
48,53181,6,697,0.3818,0.3619,0,14,own,7900,education,0
62,54727,7,686,0.2834,0.1549,0,3,own,9300,medical,0
66,43284,9,772,0.4785,0.1877,0,20,rent,15900,home_improvement,0
24,54896,2,592,0.227,0.2556,0,21,rent,1000,education,0
27,38916,5,650,0.3452,0.5438,0,16,rent,14300,home_improvement,1
68,41172,0,676,0.4347,0.323,0,7,rent,9000,business,0
43,42421,3,704,0.3292,0.2395,0,18,own,16400,medical,0
46,47687,8,771,0.2553,0.2897,0,12,own,19100,medical,0
27,65580,5,682,0.341,0.3705,0,13,rent,19000,education,0
57,31212,35,759,0.3929,0.2348,0,7,rent,3000,home_improvement,0
48,58522,26,758,0.5,0.0793,0,18,rent,16900,home_improvement,0
44,80215,9,680,0.3327,0.2256,0,14,own,30400,medical,1
54,53596,0,753,0.3128,0.3955,0,16,rent,12400,education,1
50,30645,3,729,0.3443,0.1893,0,6,rent,2200,medical,0
23,48617,1,723,0.3974,0.0548,0,7,rent,10600,debt_consolidation,0
22,24800,0,668,0.5,0.4904,0,11,rent,8200,business,1
45,56466,8,729,0.2195,0.227,0,15,rent,18100,debt_consolidation,0
61,38058,10,643,0.429,0.4709,0,20,mortgage,14300,business,1
55,25042,12,696,0.3863,0.2236,0,21,rent,2000,debt_consolidation,0
62,38327,7,626,0.2396,0.2919,0,15,rent,8600,home_improvement,0
40,47912,2,677,0.3295,0.2429,0,14,rent,10800,education,1
32,40347,10,710,0.4535,0.1635,0,4,rent,15300,personal,1
53,67403,26,821,0.2644,0.1667,0,11,own,15800,debt_consolidation,1
27,32194,3,594,0.2745,0.3108,0,13,mortgage,12000,education,1
46,43228,2,690,0.2345,0.3795,0,18,rent,16800,education,1
57,35275,9,722,0.2436,0.2881,0,21,rent,14000,business,1
42,49386,5,665,0.3177,0.4526,0,14,rent,6900,medical,0
59,60489,37,838,0.2819,0.2067,0,12,rent,10100,debt_consolidation,0
42,42530,4,708,0.3444,0.1679,0,16,mortgage,10800,medical,0
36,60507,0,683,0.2631,0.0574,0,9,rent,900,medical,0
37,58626,11,735,0.2985,0.1021,0,11,mortgage,4300,debt_consolidation,0
28,58176,6,695,0.195,0.44,0,16,mortgage,21400,home_improvement,0
22,34615,0,633,0.384,0.035,0,8,rent,6900,debt_consolidation,0
64,55059,1,733,0.2689,0.1136,0,23,rent,3700,home_improvement,0
68,64409,9,718,0.3918,0.1555,0,14,rent,5500,personal,0
29,30699,0,596,0.2691,0.4042,0,1,rent,3200,business,1
65,44504,10,619,0.3958,0.3023,0,11,rent,7000,debt_consolidation,1
31,20000,3,631,0.1992,0.3775,0,12,rent,6200,business,0
29,20000,5,616,0.3295,0.5986,0,12,rent,7000,debt_consolidation,1
40,20000,18,531,0.4122,0.4775,0,20,rent,5800,business,1
36,37506,2,621,0.393,0.5374,0,8,rent,12100,debt_consolidation,1
43,42023,7,710,0.3553,0.0,0,12,rent,9000,debt_consolidation,0
58,30638,11,604,0.3749,0.1612,0,14,rent,11300,debt_consolidation,0
60,48046,7,746,0.2673,0.2874,0,18,rent,6100,education,0
23,70343,1,722,0.2577,0.0,0,1,rent,10400,business,0
23,33886,1,689,0.3669,0.443,0,6,rent,8600,education,0
63,38592,2,679,0.0692,0.3155,0,13,mortgage,7200,home_improvement,0
52,48582,3,636,0.3978,0.1096,0,18,rent,9200,business,0
38,45575,16,722,0.3352,0.1677,0,15,own,8600,medical,0
49,20000,3,771,0.2568,0.2784,0,5,rent,3100,debt_consolidation,0
63,50015,2,722,0.3162,0.1642,0,19,mortgage,12600,home_improvement,0
23,50295,1,552,0.1852,0.3353,0,20,rent,4500,debt_consolidation,0
30,51914,8,579,0.2065,0.3042,0,2,rent,12100,medical,0
61,33921,19,673,0.2453,0.1909,0,7,rent,2000,medical,0
45,31184,23,633,0.3019,0.3873,0,21,rent,3000,medical,0
50,47393,6,639,0.2833,0.1238,0,9,rent,15300,debt_consolidation,0
30,22995,8,643,0.3374,0.3079,0,10,rent,8600,debt_consolidation,0
55,48184,3,738,0.2838,0.1999,0,17,rent,17200,personal,0
44,55111,3,677,0.348,0.2273,0,13,mortgage,4600,debt_consolidation,0
44,66107,7,683,0.243,0.2739,0,3,mortgage,4900,business,0
22,64219,0,626,0.3125,0.2547,0,11,rent,1000,home_improvement,0
53,50932,3,733,0.188,0.4442,0,16,mortgage,9300,business,0
59,48834,11,727,0.4018,0.2049,0,1,mortgage,10600,business,0
68,58153,7,720,0.3591,0.2239,0,19,rent,11000,home_improvement,0
43,20000,1,591,0.3726,0.2301,0,15,mortgage,1800,personal,0
23,42936,1,672,0.339,0.3875,0,12,rent,12200,home_improvement,0
23,52463,1,670,0.3781,0.3693,0,7,rent,3600,home_improvement,0
22,23905,0,560,0.3374,0.3531,0,9,rent,3300,medical,1
55,60284,2,688,0.4373,0.2879,0,12,mortgage,18300,medical,0
41,33749,2,630,0.2968,0.2521,0,14,rent,10300,business,1
51,44392,12,795,0.3216,0.0263,0,15,rent,1800,medical,0
66,37236,15,676,0.4164,0.1459,0,12,rent,11800,medical,0
48,65192,0,690,0.1139,0.3576,0,18,mortgage,8700,education,0
43,67583,6,693,0.2774,0.3764,0,12,rent,19600,personal,0
54,54808,0,688,0.3482,0.332,0,11,mortgage,21300,business,0
33,44436,2,701,0.2451,0.4545,0,13,rent,10300,medical,0
35,36370,13,788,0.3512,0.1051,0,5,rent,10200,education,0
65,38044,0,748,0.119,0.3595,0,13,rent,1800,medical,0
43,51479,2,769,0.2968,0.4108,0,5,mortgage,15700,medical,0
24,20000,0,600,0.3187,0.2386,0,16,rent,7300,home_improvement,1
30,20000,0,552,0.2473,0.3327,0,11,rent,5600,education,1
49,68055,17,707,0.3469,0.5335,0,4,rent,1000,debt_consolidation,0
69,51035,9,703,0.3603,0.0927,0,13,rent,14700,medical,1
31,48276,9,709,0.3032,0.0,0,16,own,4300,medical,0
39,73368,0,787,0.3287,0.0131,0,20,mortgage,1600,debt_consolidation,0
44,65949,0,670,0.1991,0.4423,0,6,rent,26300,education,0
70,32911,15,770,0.2638,0.2267,0,7,rent,1400,education,0
59,27881,13,785,0.4179,0.4422,0,8,own,1900,education,0
48,77890,3,572,0.4247,0.4624,0,3,mortgage,800,debt_consolidation,1
45,32607,4,641,0.2843,0.351,0,11,rent,4400,personal,1
60,49234,0,687,0.3965,0.3202,0,12,rent,13200,personal,1
70,45704,14,686,0.3699,0.2375,0,12,rent,4600,education,0
52,20009,30,712,0.3244,0.3904,0,22,rent,3800,business,0
64,53826,1,604,0.3698,0.2217,0,15,own,10700,education,0
38,69818,3,693,0.2901,0.1193,0,8,own,15700,home_improvement,0
42,32142,2,670,0.4505,0.2619,0,10,own,7900,debt_consolidation,1
59,68784,0,757,0.3682,0.2252,0,12,rent,1500,business,0
62,65923,1,681,0.2989,0.2593,0,21,mortgage,3500,debt_consolidation,0
31,65350,3,658,0.1757,0.1143,0,17,rent,6800,business,1
50,23241,3,746,0.4199,0.2937,0,14,rent,5600,education,0
64,63555,1,686,0.4139,0.0669,0,24,rent,2300,medical,0
56,33864,1,739,0.3594,0.2859,0,16,rent,3300,debt_consolidation,0
69,44109,0,762,0.0549,0.0457,0,8,mortgage,8000,medical,0
57,67630,1,688,0.1721,0.0,0,12,mortgage,6700,home_improvement,0
69,26794,4,729,0.3555,0.1457,0,14,rent,1900,business,1
61,20253,6,690,0.3464,0.243,0,18,mortgage,5300,home_improvement,0
24,34020,2,646,0.4803,0.2159,0,2,rent,10500,medical,1
56,42536,22,764,0.3266,0.0046,0,24,rent,15700,home_improvement,0
46,52563,3,643,0.3484,0.2238,0,18,rent,2300,home_improvement,0
54,43677,1,636,0.2366,0.3994,0,10,rent,15700,business,1
45,34295,0,781,0.2389,0.2548,0,8,rent,11100,business,1
43,50195,21,781,0.3897,0.0792,0,16,mortgage,3000,debt_consolidation,0
32,56594,10,626,0.3873,0.2488,0,17,own,19400,debt_consolidation,1
62,54635,1,658,0.342,0.2958,0,11,rent,6800,business,1
57,50897,8,730,0.2544,0.2797,0,9,own,9100,personal,0
66,56094,0,670,0.2231,0.4994,0,13,own,2200,business,0
69,43566,2,701,0.2174,0.2884,0,21,mortgage,14100,home_improvement,0
37,72209,9,715,0.2315,0.2509,0,6,rent,13300,education,0
66,43110,1,674,0.4813,0.2736,0,15,own,14100,home_improvement,0
39,54288,9,642,0.0751,0.2886,0,6,mortgage,1000,medical,0
43,76753,0,671,0.255,0.3593,0,13,own,1500,home_improvement,0
28,28402,0,683,0.3604,0.1325,0,7,rent,2500,medical,0
65,40844,3,721,0.2342,0.0,0,20,rent,6300,personal,0
56,62744,6,652,0.2156,0.4002,0,8,rent,15700,business,0
55,68749,5,678,0.1253,0.5671,0,13,mortgage,24500,education,0
46,48604,1,709,0.3266,0.0703,0,20,own,4200,debt_consolidation,0
26,62500,4,671,0.442,0.4201,0,11,own,12900,medical,0
62,41311,21,713,0.2294,0.3422,0,21,mortgage,15600,home_improvement,0
48,34326,2,691,0.3973,0.2912,0,19,rent,7000,business,0
55,27970,27,748,0.3384,0.1419,0,14,rent,10300,debt_consolidation,1
25,67504,3,591,0.4433,0.2612,0,7,rent,20800,home_improvement,0
54,56591,4,781,0.2247,0.0,0,11,rent,10200,debt_consolidation,1
33,31443,2,564,0.2309,0.4746,0,14,rent,10400,business,0
62,58391,8,795,0.2518,0.164,0,8,own,14100,personal,0
64,41322,2,673,0.1616,0.3168,0,12,mortgage,1500,home_improvement,0
40,20000,8,642,0.2744,0.0823,0,13,rent,7300,medical,0
63,63483,0,717,0.2783,0.2274,0,14,mortgage,12600,debt_consolidation,0
66,55153,6,683,0.2119,0.2577,0,20,own,6600,home_improvement,0
52,34574,19,708,0.4171,0.1635,0,13,own,2700,business,0
22,41521,0,625,0.4511,0.3524,0,4,rent,2500,debt_consolidation,0
25,37418,3,811,0.1823,0.2145,0,8,rent,9900,home_improvement,0
44,45823,10,816,0.3178,0.1714,0,11,rent,15900,business,0
33,45663,1,606,0.2396,0.3074,0,16,rent,2700,personal,0
41,62380,0,705,0.2292,0.1953,0,9,rent,7700,education,0
52,75539,8,791,0.2524,0.0,0,10,rent,10600,personal,0
58,57454,21,762,0.2707,0.0987,0,11,own,3400,home_improvement,0
59,31108,9,632,0.2601,0.3046,0,13,rent,7300,medical,0
22,25489,0,576,0.4219,0.0938,0,13,rent,4100,home_improvement,0
29,69350,7,737,0.4239,0.3417,0,1,rent,23300,debt_consolidation,0
27,47404,5,597,0.3544,0.3196,0,16,mortgage,17900,personal,1
49,22551,2,564,0.4697,0.4992,0,13,mortgage,3500,business,0
52,61396,0,744,0.1698,0.2197,0,13,mortgage,14800,medical,0
36,71856,4,665,0.3298,0.2334,0,17,rent,14600,medical,0
60,20000,23,737,0.345,0.1866,0,8,rent,4900,business,0
46,30505,14,776,0.212,0.3591,0,16,rent,10400,debt_consolidation,0
33,20000,1,651,0.158,0.2562,0,20,rent,7000,home_improvement,1
35,56601,7,721,0.3474,0.2288,0,15,own,15800,debt_consolidation,0
67,43084,7,714,0.2692,0.1912,0,16,rent,16700,medical,0
46,77275,4,763,0.4239,0.2838,0,12,mortgage,30200,business,1
41,60291,15,809,0.279,0.16,0,19,mortgage,3000,debt_consolidation,0
36,23197,1,556,0.4747,0.3051,0,16,rent,1200,personal,0
31,20000,5,724,0.4453,0.2632,0,23,rent,1300,personal,0
51,38306,16,652,0.3289,0.4462,0,6,mortgage,1900,education,0
52,50371,21,787,0.3668,0.1351,0,12,mortgage,4000,medical,0
65,37939,1,802,0.3269,0.1053,0,21,rent,14200,medical,0
68,20000,3,773,0.3657,0.198,0,20,mortgage,6900,education,0
55,101589,2,776,0.369,0.2621,0,11,mortgage,2500,business,0
22,20000,0,631,0.3114,0.1785,0,7,rent,5300,debt_consolidation,0
39,65982,17,747,0.2431,0.2688,0,18,rent,16300,business,0
69,20000,20,710,0.3138,0.2547,0,8,mortgage,6400,education,0
62,29288,7,771,0.306,0.3266,0,19,rent,3100,personal,0
49,20000,2,709,0.3195,0.2976,0,17,rent,5300,home_improvement,0
39,21802,9,665,0.3703,0.0714,0,10,rent,5000,debt_consolidation,0
65,38233,10,673,0.3517,0.2771,0,19,rent,1900,education,0
64,29418,12,665,0.2785,0.41,0,5,mortgage,11200,business,1
28,38084,1,660,0.4415,0.1439,0,9,rent,13600,education,1
35,52946,0,675,0.3954,0.292,0,26,rent,2600,personal,1
37,48122,1,619,0.4192,0.4148,0,14,rent,900,debt_consolidation,0
65,34699,4,607,0.4354,0.1995,0,15,rent,3600,debt_consolidation,1
22,30705,0,562,0.3337,0.5235,0,1,rent,8300,medical,1
27,21035,5,645,0.3828,0.4577,0,20,rent,1100,personal,0
68,52813,11,748,0.3474,0.1019,0,4,mortgage,500,home_improvement,0
23,49515,1,656,0.3011,0.2021,0,8,mortgage,14500,education,0
37,34541,1,688,0.27,0.4268,0,17,rent,12500,business,1
34,50117,3,659,0.3283,0.2446,0,9,mortgage,13100,personal,0
68,39190,9,739,0.4017,0.2089,0,11,mortgage,9100,home_improvement,0
42,20000,15,760,0.3346,0.3787,0,12,rent,4400,home_improvement,1
59,51562,6,810,0.1167,0.1536,0,8,mortgage,8700,medical,0
44,74397,3,615,0.3412,0.1844,0,12,rent,10300,personal,1
52,83570,19,772,0.1855,0.2937,0,23,mortgage,4800,debt_consolidation,0
58,68070,1,756,0.4128,0.065,0,13,rent,9600,debt_consolidation,0
60,59914,34,683,0.4107,0.2199,0,16,mortgage,16700,medical,0
48,36013,4,660,0.2895,0.4602,0,1,rent,3700,debt_consolidation,0
43,40473,3,626,0.3983,0.1935,0,13,own,14300,medical,0
38,50010,8,749,0.3572,0.3178,0,12,own,16900,medical,1
28,55062,0,701,0.2293,0.4773,0,12,mortgage,16900,business,0
32,31230,6,529,0.4055,0.3907,0,7,mortgage,9100,personal,0
29,65748,7,636,0.4324,0.2661,0,1,mortgage,19300,medical,1
64,43431,0,785,0.3605,0.3401,0,10,rent,10000,medical,0
36,30705,14,738,0.2786,0.4746,0,7,rent,12100,debt_consolidation,0
43,83317,6,702,0.2331,0.2734,0,21,rent,12400,business,0
61,42271,4,729,0.415,0.0,0,13,rent,16600,business,0
64,20000,0,718,0.3712,0.1569,0,30,rent,6400,home_improvement,0
53,36875,2,743,0.2121,0.1918,0,23,own,2700,education,0
44,45776,9,701,0.4161,0.2009,0,9,mortgage,1300,home_improvement,0
69,53749,1,763,0.458,0.2946,0,22,rent,8400,business,0
39,32029,0,647,0.1281,0.4366,0,1,rent,9800,education,1
40,47706,0,704,0.2183,0.1032,0,8,rent,10400,medical,0
66,20000,4,692,0.5,0.4962,0,8,rent,6200,medical,1
49,44331,27,763,0.5,0.2577,0,13,rent,14300,medical,0
44,63961,7,585,0.248,0.3843,0,14,rent,12200,medical,1
49,50643,6,727,0.4818,0.2431,0,10,rent,9900,home_improvement,0
29,58227,6,679,0.1515,0.2189,0,18,rent,14400,personal,0
49,44302,9,788,0.2994,0.1357,0,20,mortgage,17600,medical,1
57,46177,10,780,0.3964,0.0,0,16,rent,12200,education,0
27,44147,5,601,0.3597,0.4727,0,15,rent,16600,business,1
36,91395,14,742,0.2967,0.0,0,16,rent,16500,business,0
34,39140,12,736,0.3445,0.3252,0,12,mortgage,11500,personal,0
30,55659,1,722,0.3855,0.2006,0,13,mortgage,20000,medical,1
24,22096,0,663,0.3922,0.4387,0,11,rent,600,business,0
66,33543,0,758,0.214,0.1849,0,11,rent,13300,debt_consolidation,0
57,49324,19,660,0.2514,0.1032,0,10,mortgage,16200,personal,0
53,63128,21,814,0.3221,0.3617,0,1,own,14800,education,0
34,63362,11,809,0.2355,0.0,0,11,mortgage,4900,home_improvement,0
31,51739,0,631,0.2021,0.2339,0,13,mortgage,5300,medical,0
69,32695,1,617,0.4468,0.2338,0,9,rent,3700,debt_consolidation,0
35,59753,13,741,0.2721,0.3879,0,12,own,12400,medical,1
50,52935,3,702,0.2604,0.2131,0,18,rent,14900,home_improvement,0
42,28163,2,759,0.2687,0.2593,0,9,mortgage,10000,personal,1
